לקוח,שם לקוח,תקן,תיאור,אחראי לביצוע,שם אחראי,אגף,גירסה,תאריך הוצאה,תאריך עדכון אחרון,פעיל, , , 
7930,ITP GROUP,ER 571,FOR COMPLETE EXAMINATION OF CAST BLADES,,,,1,24/05/1971,24/05/1971,Active,,,
7930,ITP GROUP,ES  10,SURFACE TEXTURE CONTROL,,,,9,01/03/1972,01/03/1972,Active,,,
7930,ITP GROUP,ES  16,THE INTERPRETATION AND CONTROL OF DIMENSIONS AND TOLERANCES,,,,1,01/11/1976,01/11/1976,Active,,,
7930,ITP GROUP,ES  23,ENGINEERING STANDARDS SPECIFICATION NO.23,,,,1,01/11/1978,01/11/1978,Active,,,
7930,ITP GROUP,JES 115,TRACEABILITY OF PARTS,,,,2,01/10/1977,01/10/1977,Active,,,
7930,ITP GROUP,JES 125,JES 125   SOURCE AND METHOD CHANGE APPROVAL,88500,לפיד אלדד,,18,01/07/2007,01/03/2014,Active,,,
7930,ITP GROUP,JES 131,IDENTIFICATION MARKING METHODS AND CONTROLS,88500,לפיד אלדד,,30,01/01/2008,01/12/2016,Active,,,
7930,ITP GROUP,JES 137,RR JES 137  SURFACE TEXTURE CONTROL,,,,9,01/03/1972,01/04/2000,Active,,,
7930,ITP GROUP,JES 140,THE INTERPRETATION AND CONTROL OF DIMENSIONS AND TOLARANCES,105155,הרוש ציון,,2,01/08/1978,01/08/1978,Active,,,
7930,ITP GROUP,JES 160,ENGINEERING DRAWING PRACTICE AND TOLERANCE INTERPRETATION,,,,8,01/05/1994,01/08/2017,Active,,,
7930,ITP GROUP,JES 161,HARDNESS TESTING REQUIREMENTS,106815,וולפמן בוריס,,8,01/02/1976,01/07/2013,Active,,,
7930,ITP GROUP,JES 190,ENGINEERING STANDARDS SPECIFICATION,,,,1,01/03/1983,01/03/1983,Active,,,
7930,ITP GROUP,JES 295,SOURCE CONTROL OF UNCLASSIFIED PARTS,88500,לפיד אלדד,12,5,01/07/2007,01/05/2018,Active,,,
7930,ITP GROUP,JES-208,COMPONENT TRACEABILITY,105155,הרוש ציון,,12,01/06/2009,01/06/2016,Active,,,
7930,ITP GROUP,LSA,APPROVED SUPPLIER LIST ITP,115592,שימרון אלדר,22,5,26/01/2011,04/12/2019,Active,,,
7930,ITP GROUP,MLC 101,INDEX OF APPROVED MATERIALS SUPPLIERS,105155,הרוש ציון,,15,14/06/2016,14/06/2016,Active,,,
7930,ITP GROUP,MLC 101/11,list of approved suppliers,112797,יונגמן יותם,,4,25/06/2013,25/06/2013,Active,,,
7930,ITP GROUP,MLC 101/14,MANUFACTURING LABORATORIES CATALOGUE,113522,נפמן אוראל,22,4,01/01/2001,25/02/2020,Active,,,
7930,ITP GROUP,MS 7090,"REFERENCED SPECIFICATIONS, A KITCHEN",,,,1,01/12/2004,01/12/2004,Active,,,
7930,ITP GROUP,MS 7115,REFERENCED SPECIFICATIONS,,,,7,11/04/2000,11/04/2000,Active,,,
7930,ITP GROUP,MS 7187,REFERENCED SPECIFICATIONS,,,,3,26/06/1996,26/06/1996,Active,,,
7930,ITP GROUP,MS 9987,PROCEDURE FOR THE INSPECTION AND TESTING OF ALLOYS FOR SHATING,,,,1,01/01/2004,01/01/2004,Active,,,
7930,ITP GROUP,MSRR 0000,A GUIDE TO THE INTERPERTATION AND USE OF MSRR,106815,וולפמן בוריס,,8,01/04/2010,01/04/2010,Active,,,
7930,ITP GROUP,MSRR 0002,INDEX OF ROLSS ROYCE MATERIAL SPECIFICATIONS,106815,וולפמן בוריס,,13,01/04/2010,01/04/2018,Active,,,
7930,ITP GROUP,MSRR 439,"DART IMPELLERS , H.P. AND L.P.",,,,3,24/08/1979,24/08/1979,Active,,,
7930,ITP GROUP,MSRR 6534,CENTRIFUCAL CASTINGS WELDABLE,,,,A,01/08/1970,01/08/1970,Active,,,
7930,ITP GROUP,MSRR 7059,NICKEL-22 COBALT-15 CHROMIUM-4.4 ALUMINUM 4.4 MOLYBDENUM-24 TITANIUM,,,,A,01/06/1970,01/06/1970,Active,,,
7930,ITP GROUP,MSRR 7132,Ni 19Cr 18Fe 5Nb 3Mo 0.9Ti 0.5Al  ALLOY REMELTING STOCK AND PRECISON CASTING,105155,הרוש ציון,,15,01/09/2014,01/05/2018,Active,,,
7930,ITP GROUP,MSRR 7256,MATERIAL SPECIFICATION,106815,וולפמן בוריס,,8,01/03/2005,01/11/2012,Active,,,
7930,ITP GROUP,MSRR 7270,DISCS AND ASSOCIATED ROTATING COMPONENTS PRODUCED FROM EXTRUDED AGA POWDER COMPACT,106815,וולפמן בוריס,,7,01/11/2008,01/11/2008,Active,,,
7930,ITP GROUP,MSRR 8008,ALUMINIUM-2.4 COPPER-1.5 MAGNESIUM 1.2 NICKEL-1 IRON,,,,1,01/09/1979,01/09/1979,Active,,,
7930,ITP GROUP,MSRR 9500,WELDING AND BRAZING FILLER MATERIALS,110932,שר יעקב,12,24,01/02/2015,01/02/2015,Active,,,
7930,ITP GROUP,MSRR 9592,COMPOSITE ELECTROPLATED CBN ABRASIVE COATING SYSTEM,108449,לנדאו אשר,,2,01/10/2005,01/10/2005,Active,,,
7930,ITP GROUP,MSRR 9916,DIMENSIONAL CORRECTION PROCEDURES FOR CASTINGS,105155,הרוש ציון,,2,01/12/1990,01/12/1990,Active,,,
7930,ITP GROUP,MSRR 9951,LABORATORY APPROVAL AND CONTROL PROCEDURES FOR WROUGHT PRODUCTS,106815,וולפמן בוריס,,29,01/11/2008,01/09/2019,Active,,,
7930,ITP GROUP,MSRR 9952,RESAMPLING AND RETESTING PROCEDURE FOR STRESS RUPTURE TESTING,106815,וולפמן בוריס,,3,25/08/1998,25/08/1998,Active,,,
7930,ITP GROUP,MSRR 9956,APPROVAL AND CONTROL OF RE-MELTING STOCK AND CASTINGS,105155,הרוש ציון,,13,01/05/1971,01/09/2013,Active,,,
7930,ITP GROUP,MSRR 9968,REQUIRMENTS FOR THE MANUFACTURE OF TEST PIECES FOR METALLIC MATERIALS TESTING,106815,וולפמן בוריס,,8,01/04/2014,01/04/2014,Active,,,
7930,ITP GROUP,MSRR 9969,Procedural requirements for the hardness testing of metals,113522,נפמן אוראל,22,13,01/08/2012,01/08/2012,Active,,,
7930,ITP GROUP,MSRR 9987,PROCEDURE FOR THE INSPECTION AND TESTING OF WROUGHT ALLOYS FOR SHAFTS. DISCS AND ASSOCIATED ROTATING COMPONENTS,106815,וולפמן בוריס,,17,01/06/2004,01/07/2017,Active,,,
7930,ITP GROUP,MSRR6665,CORROSION RESISTANT STEEL,106815,וולפמן בוריס,,9,08/11/1999,08/11/1999,Active,,,
7930,ITP GROUP,MSRR7046,"
",106815,וולפמן בוריס,,18,01/08/2009,16/10/2017,Active,,,
7930,ITP GROUP,MSRR9140,SACRIFICIAL CORROSION RESISTANT COATING SYSTEMS,111534,רוזנשטיין צ'רלס,,12,01/12/2011,01/12/2011,Active,,,
7930,ITP GROUP,MSRR9969,PROCEDURAL REQUIREMENTS FOR THE HARDNESS TESTING OF METALS,52258,קציר עמוס,,13,01/08/2012,01/08/2012,Active,,,
7930,ITP GROUP,N.D.T. LAB 34,CAST TURBINE BLADES,,,,2,10/11/1971,10/11/1971,Active,,,
7930,ITP GROUP,OP 101,TRICHLOROETHYLENE AND TRICHLOROETHANE VAPOUR AND LIQUID DEGREASING,,,,,15/03/1971,15/03/1971,Active,,,
7930,ITP GROUP,OP 104,ABRASIVE BLASTING FOR CLEANING,,,,,10/05/1985,10/05/1985,Active,,,
7930,ITP GROUP,OP 105,ELECTROLYIC CAUTING CLEANING,,,,,03/06/1977,03/06/1977,Active,,,
7930,ITP GROUP,OP 111,ACID PICKLING,,,,,10/05/1985,10/05/1985,Active,,,
7930,ITP GROUP,OP 112,CLEANING AND STORAGE OF BALLAND ROLLER BEARINGS,,,,,06/12/1976,06/12/1976,Active,,,
7930,ITP GROUP,OP 130,OP 130    TESTING OF ALTERNATIVE CLEANING SOLUTION,,,,,01/09/1976,01/09/1976,Active,,,
7930,ITP GROUP,OP 304,RESTRATION OF CHROMATE FILM ON MAGNESIUM CASTINGS,,,,,05/05/1971,05/05/1971,Active,,,
7930,ITP GROUP,OP 305,APPLICATION OF PROTECTIVE VARNISH,,,,,19/10/1965,19/10/1965,Active,,,
7930,ITP GROUP,OP 307,CADMIUM PLATING,,,,,01/06/1976,01/06/1976,Active,,,
7930,ITP GROUP,OP 309,COPPER PLATE THE PARTS,,,,,10/05/1985,10/05/1985,Active,,,
7930,ITP GROUP,OP 315,MOULDING OF P.V.C. PROTECTIVE COVERS,,,,,01/10/1976,01/10/1976,Active,,,
7930,ITP GROUP,OP 318,LEAD INDIUM PLATING OF PLAIN BEARINGS,,,,,01/10/1976,01/10/1976,Active,,,
7930,ITP GROUP,OP 341,APPLICATION OF HIGH HEAT RESISTING STONING ENAMEL  [P.L.101],,,,,23/08/1968,23/08/1968,Active,,,
7930,ITP GROUP,OP 346,APPLICATION OF POTTING COMPOUNDS,,,,,01/08/1976,01/08/1976,Active,,,
7930,ITP GROUP,OP 349,APPLICATION OF HIGH HEAT AND CORROSION RESISTANT COATING,,,,,10/05/1985,10/05/1985,Active,,,
7930,ITP GROUP,OP 405,OP 405   LOW TEMPERATURE BRAZING,,,,,01/08/1976,01/08/1976,Active,,,
7930,ITP GROUP,OP 410,INTERMEDIATE TEMPERATURE BRAZING,,,,,01/08/1976,01/08/1976,Active,,,
7930,ITP GROUP,OP 704,FLAME DEPOSITION OF SPRAYED COATINGS [CONT],,,,,01/06/1977,01/06/1977,Active,,,
7930,ITP GROUP,PC 85/3515,INCPECTION OF COMPONENTS AFTER CHROMIC ACID ANODISING TO PBF 090,,,,1,01/05/1979,01/05/1979,Active,,,
7930,ITP GROUP,PDR-000781,STELLA-NGV3 CASTING STANDARD,112797,יונגמן יותם,,6,08/09/2017,27/04/2018,Active,,,
7930,ITP GROUP,PGP3009-1-1,HISTORY RECORD CARD,,,,,22/03/2010,22/03/2010,Active,,,
7930,ITP GROUP,RCS 002,CALIBRATION AND TRACEABILITY,,,,2,03/03/2005,03/03/2005,Active,,,
7930,ITP GROUP,RCS 003,CONTROL OF NONCONFORMING PRODUCT,,,,5,20/02/2009,20/02/2009,Active,,,
7930,ITP GROUP,RCS 004,FIRST ARTICLE INSPECTION,,,,4,10/05/2007,10/05/2007,Active,,,
7930,ITP GROUP,RCS 005,PEREVENTIVE AND CORRECTIVE ACTIONS,,,,2,14/09/2006,14/09/2006,Active,,,
7930,ITP GROUP,RCS 006,PROBLEM REPORT SPEC AND FILE,,,,2,14/03/2008,14/03/2008,Active,,,
7930,ITP GROUP,RCS 008,STATISTICAL PROCESS CONTROL,,,,1,10/05/2000,10/05/2000,Active,,,
7930,ITP GROUP,RCS 009,TRACEABILITY REQUIREMENTS,52258,קציר עמוס,,03-פבר,09/05/2005,22/01/2010,Active,,,
7930,ITP GROUP,RCS 011,Quality operative requirements for ITP Suppliers,88500,לפיד אלדד,,5-0,11/12/2003,23/06/2010,Active,,,
7930,ITP GROUP,RCS 014,QUALITY OPERATIVE REQUIREMENT FOR SUPPLIERS,,,,2,08/03/2006,08/03/2006,Active,,,
7930,ITP GROUP,RCS 016,SUPPLIERS PERFORMACE EVALUATION,,,,2,02/05/2002,02/05/2002,Active,,,
7930,ITP GROUP,RCS 018,Quality operative requirements for ITP Suppliers -special processes,,,,1,17/05/1999,17/05/1999,Active,,,
7930,ITP GROUP,RCS 020,QUALITY ASSURANCE REQUIREMENTS IN PURCHASE ORDERS,,,,1,06/06/2002,06/06/2002,Active,,,
7930,ITP GROUP,RCS 021,"SUBCONTRACTOR/STOCKIST APPROVAL FOR RAW MATERIAL PROCUREMENT FOR PARTS WHICH FINAL DESTINATION ARE RR PROGRAMMES TRENT,RB211,ETC.",,,,3,05/06/2007,05/06/2007,Active,,,
7930,ITP GROUP,RCS 022,QUALITY RECORDS,,,,1,30/09/2003,30/09/2003,Active,,,
7930,ITP GROUP,RCS 024,SOLICITUD DE ALTERACION DE PLANOS E INFORMES DE MODIFICACION PARA UTILES,,,,1,29/04/2003,24/06/2004,Active,,,
7930,ITP GROUP,RCS 20/1003,QUALITY ASSURANE REQUIREMENTS IN PURCHASE ORDERS,112797,יונגמן יותם,,6,07/06/2006,07/06/2006,Active,,,
7930,ITP GROUP,RCS020/026,CRITICAL PARTS WITH FINAL DESTINATION ROLLS-ROYCE,52258,קציר עמוס,,4,15/05/2006,15/09/2010,Active,,,
7930,ITP GROUP,RCS020/035,MATERIAL WITH FINAL DESTINATION MTR390E ENGINE,52258,קציר עמוס,,2,01/06/2005,15/09/2010,Active,,,
7930,ITP GROUP,RCS020/080,MATERIAL WITH FINAL DESTINATION P&W,112797,יונגמן יותם,,3,12/02/2016,10/05/2018,Active,,,
7930,ITP GROUP,RCS020/105,Sensitive parts and subcontrated components classified and unclassified,,,,1,14/11/1997,14/11/1997,Active,,,
7930,ITP GROUP,RCS020/20,MATERIAL WITH FINAL DESTINATION ROLLS-ROYCE,52258,קציר עמוס,,12,30/05/2009,15/09/2010,Active,,,
7930,ITP GROUP,RPS 128,CLEANING AND DEGREASING USING TRICHLOROETHYLENE SOLVENT -,108449,לנדאו אשר,,18,01/05/2007,01/08/2011,Active,,,
7930,ITP GROUP,RPS 184,FUSION WELDING,110932,שר יעקב,12,28,01/05/2013,01/05/2013,Active,,,
7930,ITP GROUP,RPS 251,BARREL FINISHING METHODS,88500,לפיד אלדד,,9,01/04/2009,01/02/2017,Active,,,
7930,ITP GROUP,RPS 259,Despatch packaging,88500,לפיד אלדד,,9,01/12/2005,01/08/2019,Active,,,
7930,ITP GROUP,RPS 367,CORROSION PROTECTION OF COMPONENTS DURING MANUFACTURE AND STORAGE,88500,לפיד אלדד,,30,01/06/2009,01/04/2017,Active,,,
7930,ITP GROUP,RPS 386,ABRASIVE BLASTING,105155,הרוש ציון,,14,01/09/2015,01/09/2015,Active,,,
7930,ITP GROUP,RPS 436,CHEMICAL CONVERSION TREATMENT FOR ALUMINIUM,,,,2,01/04/1979,01/04/1979,Active,,,
7930,ITP GROUP,RPS 439,439  PROCESS SPECIFICATION RPS/439,,,,2,01/09/1974,01/09/1974,Active,,,
7930,ITP GROUP,RPS 440,ALKALINE CLEANING AND DE-RUSTING,111534,רוזנשטיין צ'רלס,,9,01/12/2003,01/07/2017,Active,,,
7930,ITP GROUP,RPS 442,REMOVAL OF SILICEOUS REFRACTORIES,105155,הרוש ציון,,11,01/11/2010,01/11/2010,Active,,,
7930,ITP GROUP,RPS 449,ASSOCIATED SPECIEFICATIONS,,,,6,01/06/1991,01/06/1991,Active,,,
7930,ITP GROUP,RPS 461,CLEANING AND DEGREASING USING AQUEOUS MEDIA,108449,לנדאו אשר,,13,01/04/2009,01/08/2011,Active,,,
7930,ITP GROUP,RPS 474,SALVAGE WELDING,110932,שר יעקב,12,22,01/07/2014,01/05/2018,Active,,,
7930,ITP GROUP,RPS 497,ASSOCIATED SPECIEFICATIONS,,,,4,01/07/1989,01/07/1989,Active,,,
7930,ITP GROUP,RPS 54,ANODISING OF ALUMINIUM AND ALUMINIUM ALLOYS,,,,3,01/12/1979,01/12/1979,Active,,,
7930,ITP GROUP,RPS 576,CLEANING AND DEGREASING USING NON HALOGENATED,108449,לנדאו אשר,,6,01/09/2006,01/08/2011,Active,,,
7930,ITP GROUP,RPS 58,ETCH IMPECTION OF TURBINE AND COMPRESSOR DISCS,,,,8,01/09/1992,01/09/1992,Active,,,
7930,ITP GROUP,RPS 608,CONTROLLED ABRASIVE BLASTING,,,,3,01/12/1993,01/12/1993,Active,,,
7930,ITP GROUP,RPS 614,HIP OF METALLIC CAST PRODUCTS,116301,רוד דן,,8,01/07/2015,01/07/2015,Active,,,
7930,ITP GROUP,RPS 666-1,APPLICATION OF SACRIFICIAL CORROSION RESISTANT COATINGS,111534,רוזנשטיין צ'רלס,,13,01/01/2012,01/01/2012,Active,,,
7930,ITP GROUP,RPS 666-4,APPLICATION OF SEALCOAT,111534,רוזנשטיין צ'רלס,,9,01/04/2010,01/04/2010,Active,,,
7930,ITP GROUP,RPS 674,ETCHING OF NICKEL BASE AND STEEL ALLOY COMPONENTS FOR METALLURGICAL INSPECTION AND/OR PENETRANT INSPECTION,107292,ויימן איגור,,11,01/06/2009,01/04/2017,Active,,,
7930,ITP GROUP,RPS 675,ETCHING OF TITANIUM ALLOYS,,,,2,01/10/1996,01/10/1996,Active,,,
7930,ITP GROUP,RPS 676,ETCHING OF ALUMINIUM ALLOYS,,,,2,01/02/1992,01/02/1992,Active,,,
7930,ITP GROUP,RPS 702,NDT -FPI,108787,חן שבתאי,,11,01/02/2008,01/05/2012,Active,,,
7930,ITP GROUP,RPS 704,RADIOGRAPHIC INSPECTION,102335,פרסט מקס,,8,01/05/2012,01/05/2012,Active,,,
7930,ITP GROUP,RPS 709,VISUAL INSPECTION,112797,יונגמן יותם,,8,01/07/2006,01/05/2012,Active,,,
7930,ITP GROUP,RPS 753,ELECTRO CHEMICAL ETCH MARKING,88500,לפיד אלדד,,6,01/09/2006,01/02/2017,Active,,,
7930,ITP GROUP,RPS 760,MECHANICAL REMOVAL OF SHELL FROM INVESTMENT CASTING,105155,הרוש ציון,,3,01/06/2004,01/06/2004,Active,,,
7930,ITP GROUP,RPS 900,TECHNICAL CONTROL OF MANUFCATURING PROCESSES,88500,לפיד אלדד,,19,01/10/2006,01/10/2010,Active,,,
7930,ITP GROUP,RPS 905,PROCUREMENT AND CONTROL OF RAW MATERIAL FOR MANUFACTURING,,,,6,01/11/2005,01/11/2005,Active,,,
7930,ITP GROUP,RPS 906,CONTROL OF NON DESTRUCTIVE TESTING,107292,ויימן איגור,,13,01/06/2009,01/05/2012,Active,,,
7930,ITP GROUP,RPS 912,"ACCREDITATION OF WELDING ASSESSORS, OPERATORS AND MANUAL WELDING/BRAZING COMPETENCY",110932,שר יעקב,12,18,01/09/2016,01/09/2016,Active,,,
7930,ITP GROUP,RPS 922,CONTROL OF CHIP FORMING MACHINING OF CRITICAL PARTS,,,,3,01/04/2008,01/04/2008,Active,,,
7930,ITP GROUP,RPS 953,LABORATORY CONTROL PROCEDURE FOR HEATING FURNACES AND ASSOCIATED EQUIPMENT AND THE THERMAL PROCESSING OF MATERIALS,116301,רוד דן,,24,01/06/2009,01/07/2017,Active,,,
7930,ITP GROUP,RPS 996,MANUFACTURING CONTROL OF POWDER AND FORGING STOCK PRODUCED FROM POWDER TO BE USED FOR ROTATING COMPONENTS,,,,4,01/02/2011,01/02/2011,Active,,,
7930,ITP GROUP,RPS194,FURNACE BRAZING,115592,שימרון אלדר,,18,01/06/2011,01/06/2011,Active,,,
7930,ITP GROUP,RQSC 18Q-0026,LP 2 TO 6 NOZZLE GUIDE VANE SOLED AEROFOILS,115592,שימרון אלדר,,6,12/06/2015,12/06/2015,Active,,,
7930,ITP GROUP,RQSC 18Q-0027,LP 1 NOZZLE GUIDE VANE HOLLOW AEROFOILS,115592,שימרון אלדר,,6,09/06/2015,09/06/2015,Active,,,
7930,ITP GROUP,RQSC10X 0027,TBH STRUCTURAL VANE,112797,יונגמן יותם,,2,09/12/2015,09/12/2015,Active,,,
7930,ITP GROUP,RQSG15Q,BARS FORGINGS AND FLASH WELDED RINGS IN NICKEL AND COBALT BASED ALLOYS,106815,וולפמן בוריס,,3,22/11/1994,22/11/1994,Active,,,
7930,ITP GROUP,RQSG29Q,TURBINE SEGMENT CASTINGS,105155,הרוש ציון,,1,01/03/2004,01/03/2004,Active,,,
7930,ITP GROUP,RQSG9Q,"FABRICATED COMPONENTS UTILISING NICKEL AND COBALT SHEET MATERIALS
",115592,שימרון אלדר,,6,01/01/2016,01/01/2016,Active,,,
7930,ITP GROUP,RQSP007,QUALITY STANDARD FOR SACRIFICIAL CORROSION RESISTANT,106815,וולפמן בוריס,,8,01/05/2010,01/05/2010,Active,,,
7930,ITP GROUP,RQST 18Q,LPT NOZZLE GUIDE VANES,115592,שימרון אלדר,,3,27/04/2016,27/04/2016,Active,,,
7930,ITP GROUP,RQST 19Q,RECTILINEAR AND FINISHED MACHINED STAGE,,,,1,22/05/2002,22/05/2002,Active,,,
7930,ITP GROUP,RRES 90000 A,ENGINEERING CONTROL OF MANUFACTURING SOURCE AND METHOD,88500,לפיד אלדד,,F,20/12/2007,09/05/2019,Active,,,
7930,ITP GROUP,RRES 90002,Critical Part Classification,,,,C,29/03/2007,29/03/2007,Active,,,
7930,ITP GROUP,RRES 90003,IDENTIFICATION MARKING,112797,יונגמן יותם,,D,16/08/2016,16/08/2016,Active,,,
7930,ITP GROUP,RRES 90005,TRACEABILITY OF SERIALISED ITEMS,112797,יונגמן יותם,,D,17/02/2015,26/11/2019,Active,,,
7930,ITP GROUP,RRMS 30003,LABORATORY APPROVAL AND CONTROL PROCEDURE FOR CAST PRODUCTS,106815,וולפמן בוריס,,B,20/05/2014,20/05/2014,Active,,,
7930,ITP GROUP,RRMS 30018,PHASE COMPOSITION CONTROL CALCULATION PHAcomp,113522,נפמן אוראל,,-,18/10/2012,18/10/2012,Active,,,
7930,ITP GROUP,RRMS 33011,"Nickel alloy, Corrosion and Heat Resistant, Castings, Investment, Ni -9.5W...",105155,הרוש ציון,,D,07/01/2008,27/03/2018,Active,,,
7930,ITP GROUP,RRMS 33017,"Nickel alloy, corrosion and heat-resistant, castings, vacuume melted, as cast",105155,הרוש ציון,14,C,15/03/2010,16/04/2019,Active,,,
7930,ITP GROUP,RRP 50000,TECHNICAL CONTROL OF MANUFACTURING PROCESSES,307,דיין משה,,F,01/03/2012,29/10/2019,Active,,,
7930,ITP GROUP,RRP 51000,GENERAL CLEANING AND DEGREASING,111534,רוזנשטיין צ'רלס,,F,26/04/2011,11/06/2019,Active,,,
7930,ITP GROUP,RRP 51002,ETCHING OF NICKEL BASE AND STEEL ALLOY,112052,גור מיטל,,C,21/10/2013,30/03/2017,Active,,,
7930,ITP GROUP,RRP 51010,ELECTROCHEMICAL ETCH MARKING,88500,לפיד אלדד,,D,17/01/2017,17/01/2017,Active,,,
7930,ITP GROUP,RRP 51025,Descaling,,,,-,07/06/2017,07/06/2017,Active,,,
7930,ITP GROUP,RRP 54000,Control of thermal processing equipment,116301,רוד דן,12,G,27/06/2017,28/06/2019,Active,,,
7930,ITP GROUP,RRP 54001,HIP,116301,רוד דן,,D,16/06/2015,16/06/2015,Active,,,
7930,ITP GROUP,RRP 54003,HEAT TREATMENT OF FABRICATIONS IN NICKEL AND COBALT BASE ALLOYS,116301,רוד דן,,G,23/11/2009,14/11/2019,Active,,,
7930,ITP GROUP,RRP 56004,SUPER POLISHING AND SUPER FINISHING,88500,לפיד אלדד,,C,23/08/2011,20/11/2019,Active,,,
7930,ITP GROUP,RRP 58000,TECHNICAL CONTROL OF NON DESTRUCTIVE TESTING,107292,ויימן איגור,,E,26/11/2012,22/07/2019,Active,,,
7930,ITP GROUP,RRP 58003,FLUORESCENT PENETRANT INSPECTION,108787,חן שבתאי,,J,09/07/2013,11/06/2019,Active,,,
7930,ITP GROUP,RRP 58004,MAGNETIC PARTICLE INSPECTION,108787,חן שבתאי,,F,03/12/2008,09/06/2015,Active,,,
7930,ITP GROUP,RRP 58005,TRAINING AND APPROVAL OF NDT PERSONNEL,107292,ויימן איגור,,C,04/10/2012,19/07/2016,Active,,,
7930,ITP GROUP,RRP 58006,RADIOGRAPHIC INSPECTION,102335,פרסט מקס,,F,31/07/2012,16/10/2019,Active,,,
7930,ITP GROUP,RRP 58007,visual inspection,52258,קציר עמוס,,B,27/07/2012,15/11/2016,Active,,,
7930,ITP GROUP,RRP 59000,CHIP FORMING MACHINING OF CLASSIFIED PARTS,,,,,08/06/2007,08/06/2007,Active,,,
7930,ITP GROUP,RRP58009,DIGITAL RADIOGRAPHIC INSPECTION,112797,יונגמן יותם,,C,16/06/2010,16/06/2010,Active,,,
7930,ITP GROUP,SABRe,Supplier Management System Requirements,116145,דפרין חיים,,02-ינו,01/07/2012,01/07/2012,Active,,,
7930,ITP GROUP,SDF 002,GROUPING AND EXAMINATION OF WELDS,110932,שר יעקב,12,2,12/07/2004,12/07/2004,Active,,,
7930,ITP GROUP,SDF 014,HARDNESS TESTING REQUIREMENTS,106815,וולפמן בוריס,,1,14/04/2004,14/04/2004,Active,,,
7930,ITP GROUP,SDF 020,BUILD VERIFICATION,112797,יונגמן יותם,,1,17/03/2004,17/03/2004,Active,,,
7930,ITP GROUP,SDF 023,SOURCE CONTROL OF UNCLASSIFIED PARTS,307,דיין משה,,3,28/01/2013,28/01/2013,Active,,,
7930,ITP GROUP,SDF 026,CONTROL OF MANUFACTURING PLANS,105155,הרוש ציון,,3,28/01/2013,28/01/2013,Active,,,
7930,ITP GROUP,SDF-006, INDENTIFICACION MARKING METHODS,88500,לפיד אלדד,,6,25/04/2007,30/09/2014,Active,,,
7930,ITP GROUP,SDF-009,SURFACE TEXTURE CONTROL,88500,לפיד אלדד,,1,06/02/2004,06/02/2004,Active,,,
7930,ITP GROUP,SDF-012,TOLERANCE INTERPRETATION OF CASTINGS,105155,הרוש ציון,,2,25/10/2004,25/10/2004,Active,,,
7930,ITP GROUP,SDF-018,AEROFOIL PROFILE CONTROL,105155,הרוש ציון,,2,11/06/2004,07/02/2013,Active,,,
