לקוח,שם לקוח,תקן,תיאור,אחראי לביצוע,שם אחראי,אגף,גירסה,תאריך הוצאה,תאריך עדכון אחרון,פעיל, , , 
7103,Pratt & Whitney - Canada,CPW - 701,LOW STRESS GRINDING,88500,לפיד אלדד,,-,17/01/2003,17/01/2003,Active,,,
7103,Pratt & Whitney - Canada,CPW - 704,LOW CYCLE FATIGUE TESTING,106815,וולפמן בוריס,,-,17/01/2003,17/01/2003,Active,,,
7103,Pratt & Whitney - Canada,CPW - 89,"RIVETING - SOLID, HOLLOW, AND BLIND",88500,לפיד אלדד,,J,30/03/1966,20/09/2013,Active,,,
7103,Pratt & Whitney - Canada,CPW - 90,DRAWING INTERPRETATIONS,88500,לפיד אלדד,,T,27/02/1963,04/12/2015,Active,,,
7103,Pratt & Whitney - Canada,CPW - 913,QUALITY ASSURANCE REQUIREMENTS,,,,D,29/04/1977,16/06/1999,Active,,,
7103,Pratt & Whitney - Canada,CPW -34,SHIPPING CLOSURES,,,,K,26/05/1958,25/11/2003,Active,,,
7103,Pratt & Whitney - Canada,CPW 2000,"SPECIFICATION CONTROLS FOR AUXILIARY POWER
UNIT SYSTEMS (APS) PRODUCTS",115170,ששר עדן,,K,28/01/2015,08/06/2018,Active,,,
7103,Pratt & Whitney - Canada,CPW 2001,"SPECIFICATION, SUPPLIER PRODUCT RELEASE
HSM 17 REQUIREMENTS",116145,דפרין חיים,,B,28/01/2015,30/08/2017,Active,,,
7103,Pratt & Whitney - Canada,CPW 2011,"SPECIFICATION, PART MARKING IDENTIFICATION,
ESR1386 REQUIREMENTS",88500,לפיד אלדד,,C,06/11/2015,25/05/2020,Active,,,
7103,Pratt & Whitney - Canada,CPW 2012,"SPECIFICATION, PART MARKING IDENTIFICATION,
PN17.50 REQUIREMENTS",88500,לפיד אלדד,,C,06/11/2015,26/05/2020,Active,,,
7103,Pratt & Whitney - Canada,CPW 238,"ALLOY CASTINGS, INVESTMENT, CORROSION AND HEAT RESISTANT
Nickel Base - 16Cr - 8.5Co - 2.6W - 1.75Mo - 3.4Ti - 3.4AI - 0.010B (INCO 738)
Vacuum Melted and Cast",106815,וולפמן בוריס,,K,28/07/2005,28/07/2005,Active,,,
7103,Pratt & Whitney - Canada,CPW 2543,GENERAL REQUIREMENTS FOR VISUAL INSPECTION,52258,קציר עמוס,,-,05/08/2018,01/05/2018,Active,,,
7103,Pratt & Whitney - Canada,CPW 2544,"SUPPLIER QUALITY REQUIREMENTS
QC13.02 MODIFIED REQUIREMENTS",,,,,23/11/2017,24/05/2018,Active,,,
7103,Pratt & Whitney - Canada,CPW 3001,APS5000A ROTOR COMPONENT AND SUB-ASSEMBLY BALANCE REQUIREMENTS,115741,נגרו חזי אפרת,,18,08/05/2018,08/05/2018,Active,,,
7103,Pratt & Whitney - Canada,CPW 3002,APS5000A COLLARED SOLID RIVET INSTALLATION INSTRUCTIONS,88500,לפיד אלדד,,18,06/07/2018,06/07/2018,Active,,,
7103,Pratt & Whitney - Canada,CPW 40,PACKAGING AND LABELLING,88500,לפיד אלדד,,P,24/09/2015,24/09/2015,Active,,,
7103,Pratt & Whitney - Canada,CPW 400,POWDER PLASMA SPRAY CHROMIUM CARBIDE,113522,נפמן אוראל,,A,30/04/1997,30/04/1997,Active,,,
7103,Pratt & Whitney - Canada,CPW 406,CASTING GRADE REQUIREMENTS,112797,יונגמן יותם,,F,07/04/1982,07/04/1982,Active,,,
7103,Pratt & Whitney - Canada,CPW 425,LASER MARKING,117259,אטל דן,22,C,27/08/1986,10/03/2000,Active,,,
7103,Pratt & Whitney - Canada,CPW 427,"ALLOY CASTINGS, INVESTMENT, CORROSION AND HEAT RESISTANT
NICKEL BASE-8.4Cr-10Co-0.65Mo-5.5Al-3.0Ta-10W-1.4Hf-1.0Ti-0.015B-0.05Zr(MAR-M247)
Vacuum Melted and Cast",106815,וולפמן בוריס,,L,11/05/2000,11/05/2000,Active,,,
7103,Pratt & Whitney - Canada,CPW 449,Honeycomb - Nickel Alloy,88500,לפיד אלדד,,G,04/06/2011,04/06/2011,Active,,,
7103,Pratt & Whitney - Canada,CPW 453,HOT ISOSTATIC PRESSING OF CASTING,,,,F,12/08/1985,13/03/2018,Active,,,
7103,Pratt & Whitney - Canada,CPW 454,RAW MATERIAL AND PROCESS SUBSTITUTION,113522,נפמן אוראל,,AE,15/11/1985,15/11/1985,Active,,,
7103,Pratt & Whitney - Canada,CPW 475,"BRAZING FILLER METAL, NICKEL - PALLADIUM - CHROMIUM
49Ni - 36Pd - 10.5Cr - 0.63Si - 2.85B
1510 - 1750°F (821 - 954°C) Solidus -Liquidus Range",,,,B,22/04/1986,22/04/1986,Active,,,
7103,Pratt & Whitney - Canada,CPW 478,VISUAL STANDARDS OF COMPOSITE COMPONENTS,52258,קציר עמוס,,H,11/09/1992,09/06/2015,Active,,,
7103,Pratt & Whitney - Canada,CPW 499,Honeycomb - Nickel Alloy,88500,לפיד אלדד,,G,06/04/2011,06/04/2011,Active,,,
7103,Pratt & Whitney - Canada,CPW 516,"Adhesive paste, Epoxy",111534,רוזנשטיין צ'רלס,22,J,08/07/1988,20/06/2003,Active,,,
7103,Pratt & Whitney - Canada,CPW 523,"VISUAL INSPECTION STANDARD - CAST VANE RINGS, SEGMENTS AND
INSERTS",112797,יונגמן יותם,,F,04/06/2012,04/06/2012,Active,,,
7103,Pratt & Whitney - Canada,CPW 625,MATERIALS AND PROCESSES OF CONCERN,111534,רוזנשטיין צ'רלס,,V,28/04/2014,28/04/2014,Active,,,
7103,Pratt & Whitney - Canada,CPW 909,Near-Surface Microstructure Evaluation of Machined Surfaces,103168,סקוורר מרסלו,,B,20/02/2001,02/06/2010,Active,,,
7103,Pratt & Whitney - Canada,CPW 910,"TURBINE AND ROTOR COMPONENT
STACKING REQUIREMENTS",88500,לפיד אלדד,,F,24/03/1995,26/02/2013,Active,,,
7103,Pratt & Whitney - Canada,CPW 920,marking format requirements that will ensure positive identification,112052,גור מיטל,,J,18/12/2008,26/05/2020,Active,,,
7103,Pratt & Whitney - Canada,CPW FORMS,FORMS,105429,יום טוב דניאל,,,25/11/2015,25/11/2015,Active,,,
7103,Pratt & Whitney - Canada,CPW-APENDIX - 4,DOCUMENT PROPERTY RIGHTS NOTICE,,,,,20/03/1985,10/08/1990,Active,,,
7103,Pratt & Whitney - Canada,CPW-APENDIX - 6,DOCUMENT PROPERTY RIGHTS NOTICE,,,,,05/06/1987,30/10/1990,Active,,,
7103,Pratt & Whitney - Canada,CPW-APP. 36,DOCUMENT PROPERTY RIGHTS NOTICE,,,,,15/10/1956,30/04/1990,Active,,,
7103,Pratt & Whitney - Canada,CPW-APP. 56,DOCUMENT PROPERTY RIGHTS NOTICE,,,,,22/10/1987,06/08/1990,Active,,,
7103,Pratt & Whitney - Canada,CPW-APPENDIX,DOCUMENT PROPERTY RIGHTS NOTICE,,,,1,25/05/1977,08/06/1992,Active,,,
7103,Pratt & Whitney - Canada,CPW-CEIM-2,CHEMICAL ETCH INSPECTION METHOD,112052,גור מיטל,,G,31/07/1968,19/05/1999,Active,,,
7103,Pratt & Whitney - Canada,CPW-CEPM-MATER,FLUORESCENT PENETRANT METHOD MASTER,,,,A,19/11/1987,15/12/1988,Active,,,
7103,Pratt & Whitney - Canada,CPW-CFPM - 4,FLOURESCENT PENETRANT INSPECTION,108787,חן שבתאי,,G,20/11/1971,04/06/1988,Active,,,
7103,Pratt & Whitney - Canada,CPW-CFPM - 5,FLUORESCENT PENETRANT INSPECTION,108787,חן שבתאי,,C,10/11/1971,04/06/1988,Active,,,
7103,Pratt & Whitney - Canada,CPW-CFPS E-2,CRITICAL PARTS,,,,,24/05/1973,24/10/2000,Active,,,
7103,Pratt & Whitney - Canada,CPW-CSIM-1,ULTRASONIC INSPECTION-IMMERSION METHOD,,,,F,08/08/1986,12/01/1999,Active,,,
7103,Pratt & Whitney - Canada,CPW-CUSIS E.1,ULTRASONIC INSPECTION STANDARD,,,,F,21/06/1974,18/10/2000,Active,,,
7103,Pratt & Whitney - Canada,CPW-CXRM-1,CONVENTIONAL RADIOGRAPHIC INSPECTION,102335,פרסט מקס,,E,09/06/1970,07/04/1997,Active,,,
7103,Pratt & Whitney - Canada,CPW-FC - 16,DOCUMENT PROPERTY RIGHTS NITICE,,,,E,05/01/1967,01/02/1985,Active,,,
7103,Pratt & Whitney - Canada,CPW-FC - 17,DOCUMENT CONTROL CHANGE STATUS,,,,G,19/07/1966,12/02/1996,Active,,,
7103,Pratt & Whitney - Canada,CPW-FC - 22,DOCUMENT PROPERT RIGHTS NOTICE,,,,H,05/06/1967,17/12/1987,Active,,,
7103,Pratt & Whitney - Canada,CPW-FC - 23,DOCUMENTPROPERTYRIGHTSNOTICE,,,,D,19/07/1966,08/02/1988,Active,,,
7103,Pratt & Whitney - Canada,CPW-FC - 28,QUALIFIED SOURCE - ENGINEERING CONTROL LIST,,,,,04/02/1992,04/02/1992,Active,,,
7103,Pratt & Whitney - Canada,CPW-FC - 40,HEAT TREATMENT AND HOT ISOSTATIC PRESSING,,,,G,12/12/1980,05/03/1998,Active,,,
7103,Pratt & Whitney - Canada,CPW-FC - 43,DOCUMENT PROPERTY RIGHTS NOTICE,,,,K,03/06/1986,25/09/2015,Active,,,
7103,Pratt & Whitney - Canada,CPW-FC - 44,DOCUMENT PROPERTY RIGHTS NOTICE,,,,E,17/04/1984,14/02/1990,Active,,,
7103,Pratt & Whitney - Canada,CPW-FC-2,PRATT & WHITNEY AIRCRAFT OF CANADA LIMITED,,,,A,12/06/1955,01/05/1976,Active,,,
7103,Pratt & Whitney - Canada,CPW-KC - 88,DOCUMENT CONTROL CHANGE STATUS,,,,H,12/07/1982,19/04/1996,Active,,,
7103,Pratt & Whitney - Canada,CPW-STATUS INDEX,SPECIFICATIONS AND STANDARDS,,,,5,01/04/1992,28/04/1992,Active,,,
7103,Pratt & Whitney - Canada,CPW-SUPPL.16927,REVISION STATUS INDEX FOR SPECIEFICATIONS,,,,C,28/04/1992,28/04/1992,Active,,,
7103,Pratt & Whitney - Canada,CVIS 7,VISUAL INSPECTION STANDARD – CAST TURBINE BLADES,112797,יונגמן יותם,,M,06/12/1961,07/07/2009,Active,,,
7103,Pratt & Whitney - Canada,EI 310,Engineering Instruction APS5000A-APU,88500,לפיד אלדד,,17,31/07/2016,01/07/2017,Active,,,
7103,Pratt & Whitney - Canada,EI 835,APS5000A Rotor component and sub-assembly balance requirements,88500,לפיד אלדד,12,--,01/12/2017,01/12/2017,Active,,,
7103,Pratt & Whitney - Canada,EI839,ENGINEERING INSTRUCTION – REVISION INDEX,115741,נגרו חזי אפרת,,A,22/12/2017,22/12/2017,Active,,,
7103,Pratt & Whitney - Canada,ESR1232,ROTOR ASSEMBLY BALANCE PROCEDURE,115741,נגרו חזי אפרת,,D,02/08/2002,05/12/2015,Active,,,
7103,Pratt & Whitney - Canada,ESR1540,APS5000A ROTOR ASSEMBLY BALANCE PROCEDURE,115741,נגרו חזי אפרת,,C,11/05/2009,26/08/2013,Active,,,
7103,Pratt & Whitney - Canada,ESR1958,requirements for hot isostatic pressing (HIP) of castings,116301,רוד דן,,NC,01/08/2013,01/08/2013,Active,,,
7103,Pratt & Whitney - Canada,FC 14,"WROUGHT OR EXTRUDED BAR, ROD, TUBE, PLATE, SHEET, STRIP
AND WIRE FOR NON-CRITICAL APPLICATIONS.",113522,נפמן אוראל,,K,16/10/1961,16/10/1961,Active,,,
7103,Pratt & Whitney - Canada,FC 16,"MATERIAL, PARTS OR ASSEMBLIES NOT SUBJECT TO
LABORATORY CONTROL AT SOURCE (LCS) OR METALLURGICAL CONTROL AT SOURCE (MCS)",113522,נפמן אוראל,,L,05/01/1967,23/04/2015,Active,,,
7103,Pratt & Whitney - Canada,FC 17,"MATERIALS, PARTS AND ASSEMBLIES SUBJECT TO METALLURGICAL CONTROL AT SOURCE (MCS)",113522,נפמן אוראל,,N,19/07/1966,31/03/2015,Active,,,
7103,Pratt & Whitney - Canada,FC 23,"TEST AND CALIBRATION REQUIREMENTS FOR COMMERCIAL
AND IN-HOUSE LABORATORIES",113522,נפמן אוראל,,H,19/07/1966,31/03/2015,Active,,,
7103,Pratt & Whitney - Canada,FC 40,HEAT TREATMENT AND HOT ISOSTATIC PRESSING,116301,רוד דן,,L,10/10/2012,10/01/2017,Active,,,
7103,Pratt & Whitney - Canada,PWA 36035,ANTI GALLANT COMPOUND MOLY DRY FILM LUBRICANT,108449,לנדאו אשר,,J,28/10/2005,28/10/2005,Active,,,
7103,Pratt & Whitney - Canada,PWA 79360,DRAWING INTERPRETATIONS,88500,לפיד אלדד,,D,20/12/2004,04/11/2015,Active,,,
7103,Pratt & Whitney - Canada,SCOP DQR,DQR Program,52258,קציר עמוס,22,F,18/08/2015,30/01/2020,Active,,,
7103,Pratt & Whitney - Canada,SQOP 01-01,"P&WC Supplementary Supplier
Requirements",116145,דפרין חיים,,P,12/06/2014,07/06/2019,Active,,,
7103,Pratt & Whitney - Canada,SQOP 01-02,Control of Non-Conforming Product,52258,קציר עמוס,,L,14/05/2015,01/06/2019,Active,,,
7103,Pratt & Whitney - Canada,SQOP 01-03,Certificate of Conformity,52258,קציר עמוס,,R,05/05/2015,01/06/2019,Active,,,
7103,Pratt & Whitney - Canada,SQOP 01-06,Part Marking and Tracking System (PMTS),88500,לפיד אלדד,,E,04/05/2015,31/05/2017,Active,,,
7103,Pratt & Whitney - Canada,SQOP 01-07,ENGINEERING SOURCE APPROVAL – FROZEN PROCESS CONTROL,307,דיין משה,,E,26/03/2014,31/05/2017,Active,,,
7103,Pratt & Whitney - Canada,SQOP 01-10,P&WC Production Part Approval Process,88500,לפיד אלדד,,E,28/04/2014,31/05/2016,Active,,,
7103,Pratt & Whitney - Canada,SQOP 03-01,Commercial Requirements,110403,מירקוס יגאל,,A,23/05/2013,31/05/2016,Active,,,
7103,Pratt & Whitney - Canada,SQOP 03-02,Electronic Obsolescence Management,115170,ששר עדן,,B,29/05/2013,31/05/2017,Active,,,
7103,Pratt & Whitney - Canada,SQOP 09-01,"Delegated Quality Control Representative
Program",52258,קציר עמוס,,AB,30/09/2015,30/09/2015,Active,,,
7103,Pratt & Whitney - Canada,UTAS ZDP,Zero Defect Plan,108787,חן שבתאי,,18,05/08/2018,05/08/2018,Active,,,
7103,Pratt & Whitney - Canada,UTAS-SCM-PRO-0003-02,SUPPLIER QUALITY COMMON SUPPLIER REQUIREMENTS,,,,2,20/11/2017,01/01/2018,Active,,,
7103,Pratt & Whitney - Canada,YC 05,BRAZING,110932,שר יעקב,12,F,27/08/2014,19/05/2017,Active,,,
